notes,date,site_name,inv_lvl,forest_type,treatment,rep,layer,species,growth_stage,ecol_group,length_mm,LN_length,calc_LN_biomass,biomass_AFDg,area_m2
,9/21/2019,D2AR3,2,D,D2A,R3,org,Dendrobaeana octaedra,adult,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2AR3,2,D,D2A,R3,org,Dendrobaeana octaedra,adult,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/21/2019,D2AR3,2,D,D2A,R3,org,Aporrectodea species,juv,endogeic,27,3.295836866,-4.478528155,0.011350106,0.080425
,9/21/2019,D2AR3,2,D,D2A,R3,org,Aporrectodea species,juv,endogeic,22,3.091042453,-4.923628332,0.007272695,0.080425
,9/21/2019,D2AR3,2,D,D2A,R3,min,Dendrobaena octaedra,juv,epigeic,26,3.258096538,-4.284028478,0.013787009,0.080425
,9/21/2019,D2AR3,2,D,D2A,R3,min,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
bottom half missing,9/21/2019,D2AR3,2,D,D2A,R3,min,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,26,3.258096538,-4.284028478,0.013787009,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,22,3.091042453,-4.724466572,0.008875447,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,adult,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Bimastos rubidus,adult,epigeic,24,3.17805383,-4.495061076,0.011163999,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,adult,epigeic,28,3.33220451,-4.088642809,0.016761967,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,org,Dendrobaena octaedra,juv,epigeic,6,1.791759469,-8.150026159,2.88728e-4,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,min,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,min,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/21/2019,D2BR1,2,D,D2B,R1,min,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
Cracked cap,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,22,3.091042453,-4.724466572,0.008875447,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,26,3.258096538,-4.284028478,0.013787009,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,adult,epigeic,26,3.258096538,-4.284028478,0.013787009,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
missing small part of head,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,adult,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
Missing head,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
missing tail,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
Missing head,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,7,1.945910149,-7.743607892,4.33505e-4,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
missing head,9/21/2019,D2BR2,2,D,D2B,R2,org,Dendrobaena octaedra,juv,epigeic,7,1.945910149,-7.743607892,4.33505e-4,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
Missing Tail,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
No tail/head,9/21/2019,D2BR2,2,D,D2B,R2,min,Dendrobaena octaedra,UNK,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,24,3.17805383,-4.495061076,0.011163999,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,22,3.091042453,-4.724466572,0.008875447,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,adult,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
Small chunk of head,9/21/2019,D2BR3,2,D,D2B,R3,org,Dendrobaena octaedra,UNK,epigeic,6,1.791759469,-8.150026159,2.88728e-4,0.080425
,9/21/2019,D2BR3,2,D,D2B,R3,min,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion tyrtaeum,adult,endogeic,33,3.496507561,-3.887171202,0.020503264,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion tyrtaeum,adult,endogeic,33,3.496507561,-3.887171202,0.020503264,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,27,3.295836866,-4.411262857,0.012139838,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,46,3.828641396,-3.320530789,0.036133647,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,30,3.401197382,-4.249537611,0.014270831,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,37,3.610917913,-3.793731009,0.022511455,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion tyrtaeum,adult,endogeic,31,3.433987204,-4.050455618,0.017414439,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,70,4.248495242,-2.408020441,0.089993265,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,29,3.36729583,-4.224633481,0.014630696,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,65,4.17438727,-2.569086708,0.076605477,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,63,4.143134726,-2.637010986,0.071574889,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,17,2.833213344,-5.619496709,0.003626466,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,16,2.772588722,-5.777830034,0.003095425,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,19,2.944438979,-5.242256323,0.005288311,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,16,2.772588722,-5.615755671,0.003640058,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,15,2.708050201,-5.94638529,0.002615277,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Aporrectodea species,juv,endogeic,22,3.091042453,-4.923628332,0.007272695,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,15,2.708050201,-5.94638529,0.002615277,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Octolasion species,juv,endogeic,7,1.945910149,-7.936866464,3.57324e-4,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Dendrobaena octaedra,juv,epigeic,8,2.079441542,-7.391552375,6.16438e-4,0.080425
,9/20/2019,D5AR1,5,D,D5A,R1,,Lumbricus species,juv,epi-anecic,30,3.401197382,-3.943019081,0.019389588,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Aporrectodea species,juv,endogeic,72,4.276666119,-2.346793857,0.09567542,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Aporrectodea species,juv,endogeic,58,4.060443011,-2.816733161,0.059800984,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion tyrtaeum,adult,endogeic,36,3.583518938,-3.659923588,0.025734479,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Aporrectodea species,juv,endogeic,37,3.610917913,-3.793731009,0.022511455,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,19,2.944438979,-5.329008718,0.004848874,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,17,2.833213344,-5.619496709,0.003626466,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,12,2.48490665,-6.529169303,0.001460218,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,15,2.708050201,-5.94638529,0.002615277,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,20,2.995732274,-5.195046021,0.005543961,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Octolasion species,juv,endogeic,8,2.079441542,-7.588122526,5.06431e-4,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,23,3.135494216,-4.6072695,0.009979029,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,adult,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Lumbricus species,juv,epi-anecic,22,3.091042453,-4.663353902,0.009434766,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,adult,epigeic,18,2.890371758,-5.25353486,0.005229002,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Lumbricus species,juv,epi-anecic,23,3.135494216,-4.560114684,0.010460859,0.080425
,9/20/2019,D5AR2,5,D,D5A,R2,,Dendrobaena octaedra,adult,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
"Broken cap, worms dried out",9/20/2019,D5AR3,5,D,D5A,R3,,Lumbricus species,juv,epi-anecic,26,3.258096538,-4.27537079,0.013906891,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,adult,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,adult,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,adult,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,adult,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Octolasion tyrtaeum,adult,endogeic,33,3.496507561,-3.887171202,0.020503264,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Aporrectodea caliginosa,adult,endogeic,56,4.025351691,-2.893000635,0.055409699,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Aporrectodea species,juv,endogeic,66,4.189654742,-2.535904384,0.079190069,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Aporrectodea species,juv,endogeic,27,3.295836866,-4.478528155,0.011350106,0.080425
,9/20/2019,D5AR3,5,D,D5A,R3,,Aporrectodea species,juv,endogeic,18,2.890371758,-5.359766021,0.004702006,0.080425
mangled piece of worm. Not sure if identification is accurate.,9/20/2019,D5AR3,5,D,D5A,R3,,Lumbricus species maybeUNK,adult,epi-anecic,23,3.135494216,-4.560114684,0.010460859,0.080425
"Worms dried out, cap broken.",9/20/2019,D5BR1,5,D,D5B,R1,,Lumbricus species,juv,epi-anecic,40,3.688879454,-3.274877468,0.037821503,0.080425
broke into two pieces,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,19,2.944438979,-5.110986631,0.00603013,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,13,2.564949357,-6.111511019,0.002217198,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,adult,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,11,2.397895273,-6.551949113,0.001427331,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,12,2.48490665,-6.322543618,0.001795371,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,adult,epigeic,14,2.63905733,-5.91612535,0.002695625,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Lumbricus species,juv,epi-anecic,15,2.708050201,-5.552853408,0.003876381,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,8,2.079441542,-7.391552375,6.16438e-4,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,10,2.302585093,-6.803234402,0.001110179,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Lumbricus species,juv,epi-anecic,16,2.772588722,-5.402962693,0.00450322,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,9,2.197224577,-7.081017402,8.40917e-4,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Dendrobaena octaedra,juv,epigeic,7,1.945910149,-7.743607892,4.33505e-4,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Octolasion species,juv,endogeic,17,2.833213344,-5.619496709,0.003626466,0.080425
,9/20/2019,D5BR1,5,D,D5B,R1,,Lumbricus rubellus,adult,epi-endogeic,45,3.80666249,-3.001326368,0.049721076,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,27,3.295836866,-4.184526103,0.015229421,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,17,2.833213344,-5.404233018,0.004497503,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,15,2.708050201,-5.734225645,0.003233385,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,24,3.17805383,-4.495061076,0.011163999,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,21,3.044522438,-4.847116593,0.007850983,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,20,2.995732274,-4.975751861,0.006903327,0.080425
,9/20/2019,D5BR2,5,D,D5B,R2,,Dendrobaena octaedra,juv,epigeic,16,2.772588722,-5.564069834,0.003833144,0.080425
